,0,1
852,7,7
853,0,0
854,0,2
855,0,0
856,9,9
857,0,0
858,0,0
859,0,0
860,0,0
861,9,9
862,1,1
863,3,3
864,0,0
865,7,7
866,5,5
867,0,1
868,0,0
869,5,5
870,4,4
871,6,6
872,0,0
873,0,0
874,4,4
875,1,1
876,1,1
877,1,1
878,0,0
879,0,0
880,5,5
881,0,0
882,1,1
883,0,9
884,0,0
885,0,0
886,0,0
887,8,8
888,1,1
889,2,2
890,0,0
891,1,1
892,1,1
893,2,2
894,0,0
895,1,1
896,2,2
897,1,1
898,0,0
899,1,1
900,0,0
901,1,1
902,1,1
903,0,0
904,0,0
905,2,2
906,0,0
907,9,9
908,0,0
909,1,1
910,9,9
911,2,2
912,1,1
913,0,0
914,0,0
915,0,0
916,8,8
917,3,3
918,7,7
919,0,0
920,1,1
921,0,0
922,0,0
923,0,0
924,0,0
925,1,1
926,9,9
927,2,2
928,8,8
929,0,0
930,1,1
931,6,6
932,0,0
933,0,0
934,1,1
935,0,0
936,0,0
937,0,0
938,5,5
939,0,0
940,1,1
941,2,2
942,0,0
943,2,2
944,0,0
945,1,1
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,7,7
953,1,1
954,0,0
955,9,9
956,0,0
957,5,5
958,0,0
959,0,0
960,1,1
961,1,1
962,0,0
963,1,1
964,1,1
965,0,0
966,0,0
967,9,9
968,3,3
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,2,2
975,1,1
976,1,0
977,0,0
978,1,2
979,1,1
980,0,0
981,0,0
982,6,6
983,0,0
984,1,1
985,0,0
986,0,0
987,0,2
988,1,1
989,1,1
990,1,1
991,1,1
992,0,0
993,1,1
994,0,0
995,0,0
996,6,6
997,5,5
998,1,1
999,9,9
1000,0,1
1001,9,9
1002,0,0
1003,8,8
1004,2,2
1005,0,0
1006,9,9
1007,2,2
1008,0,0
1009,1,1
1010,0,0
1011,0,0
1012,1,1
1013,0,0
1014,0,0
1015,0,0
1016,1,1
1017,0,0
1018,0,0
1019,0,1
1020,1,1
1021,1,3
1022,0,0
1023,1,1
1024,0,0
1025,0,0
1026,0,0
1027,0,1
1028,7,7
1029,2,2
1030,0,0
1031,0,0
1032,1,1
1033,1,8
1034,1,1
1035,0,0
1036,1,1
1037,2,2
1038,2,2
1039,2,2
1040,0,0
1041,0,0
1042,0,0
1043,1,1
1044,5,5
1045,1,1
1046,0,0
1047,1,1
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,1,1
1053,0,3
1054,1,1
1055,0,0
1056,0,8
1057,0,0
1058,1,1
1059,0,0
1060,5,5
1061,0,0
1062,0,1
1063,0,0
1064,0,0
1065,9,9
1066,1,1
1067,1,1
1068,1,1
1069,0,0
1070,2,2
1071,0,0
1072,1,1
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,1,1
1078,0,0
1079,0,0
1080,1,1
1081,6,6
1082,2,2
1083,1,1
1084,0,0
1085,0,0
1086,1,1
1087,3,3
1088,0,0
1089,1,1
1090,1,1
1091,8,8
1092,0,0
1093,1,1
1094,1,1
1095,9,9
1096,0,0
1097,0,1
1098,2,9
1099,0,0
1100,1,1
1101,0,0
1102,6,6
1103,2,2
1104,1,1
1105,9,9
1106,4,4
1107,2,2
1108,1,1
1109,0,0
1110,0,1
1111,0,0
1112,1,1
1113,0,0
1114,0,0
1115,1,1
1116,0,0
1117,2,2
1118,2,2
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,1,1
1125,9,9
1126,1,1
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,1,1
1132,3,3
1133,1,1
1134,0,0
1135,1,0
1136,0,0
1137,1,1
1138,0,0
1139,1,9
1140,1,1
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,1,1
1147,5,5
1148,0,0
1149,0,0
1150,0,0
1151,1,1
1152,2,2
1153,0,0
1154,1,9
1155,0,0
1156,0,0
1157,1,1
1158,0,0
1159,2,2
1160,0,0
1161,0,0
1162,4,4
1163,0,0
1164,0,0
1165,0,1
1166,2,2
1167,0,0
1168,0,0
1169,0,0
1170,4,4
1171,1,1
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,8,8
1177,0,0
1178,0,0
1179,9,9
1180,3,3
1181,0,0
1182,0,0
1183,1,1
1184,0,0
1185,3,3
1186,2,2
1187,7,7
1188,1,1
1189,1,1
1190,2,2
1191,0,0
1192,0,0
1193,9,9
1194,1,1
1195,0,0
1196,0,0
1197,0,0
1198,1,1
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,4,4
1204,0,0
1205,2,2
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,9,9
1215,2,2
1216,0,0
1217,9,9
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,1,1
1224,2,2
1225,0,0
1226,2,2
1227,1,1
1228,1,0
1229,3,3
1230,0,0
1231,1,1
1232,7,7
1233,0,0
1234,1,1
1235,0,0
1236,0,0
1237,1,1
1238,0,0
1239,0,0
1240,0,0
1241,1,1
1242,2,2
1243,1,1
1244,0,0
1245,8,8
1246,0,0
1247,1,1
1248,1,1
1249,0,0
1250,1,1
1251,0,0
1252,3,3
1253,0,0
1254,0,0
1255,9,9
1256,0,0
1257,2,2
1258,5,5
1259,8,8
1260,9,9
1261,1,0
1262,0,0
1263,0,0
1264,0,0
1265,0,0
1266,0,0
1267,2,2
1268,0,0
1269,0,0
1270,1,1
1271,1,0
1272,0,0
1273,0,0
1274,0,0
1275,1,1
1276,2,2
1277,2,2
1278,0,0
1279,0,9
1280,2,2
1281,5,5
1282,0,0
1283,0,0
1284,0,0
1285,0,1
1286,1,1
1287,0,0
1288,0,1
1289,1,1
1290,4,4
1291,0,0
1292,4,0
1293,0,0
1294,2,2
1295,1,1
1296,0,0
1297,0,0
1298,6,6
1299,0,0
1300,1,1
1301,0,0
1302,2,2
1303,0,0
1304,5,5
1305,0,0
1306,0,0
1307,0,1
1308,0,0
1309,1,1
1310,3,3
1311,1,1
1312,0,0
1313,3,3
1314,1,1
1315,1,1
1316,0,0
1317,0,1
1318,5,5
1319,1,1
1320,0,0
1321,1,1
1322,0,0
1323,0,0
1324,1,1
1325,0,0
1326,0,0
1327,0,0
1328,1,1
1329,4,4
1330,0,0
1331,0,1
1332,0,0
1333,0,1
1334,1,1
1335,1,1
1336,1,1
1337,0,0
1338,0,0
1339,0,0
1340,3,3
1341,1,1
1342,9,9
1343,9,9
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,2,2
1349,0,0
1350,2,0
1351,1,1
1352,1,1
1353,5,5
1354,6,6
1355,2,2
1356,1,1
1357,0,0
1358,0,0
1359,1,1
1360,0,3
1361,0,2
1362,0,0
1363,0,0
1364,2,2
1365,2,2
1366,2,2
1367,2,2
1368,0,0
1369,0,0
1370,9,9
1371,0,0
1372,2,2
1373,0,0
1374,1,1
1375,2,2
1376,1,1
1377,0,0
1378,0,0
1379,0,0
1380,0,1
1381,0,0
1382,1,1
1383,1,0
1384,1,1
1385,1,1
1386,2,2
1387,3,3
1388,1,1
1389,0,0
1390,1,1
1391,3,3
1392,4,4
1393,0,0
1394,9,9
1395,2,2
1396,0,0
1397,7,7
1398,0,0
1399,0,0
1400,0,0
1401,2,2
1402,1,1
1403,0,0
1404,7,7
1405,1,1
1406,0,0
1407,0,0
1408,2,2
1409,1,1
1410,0,0
1411,0,0
1412,0,0
1413,2,2
1414,9,9
1415,1,1
1416,1,1
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,4,4
1423,1,1
1424,0,0
1425,0,0
1426,1,1
1427,1,1
1428,0,0
1429,4,4
1430,0,0
1431,0,0
1432,0,0
1433,9,9
1434,0,0
1435,0,0
1436,9,9
1437,4,4
1438,1,1
1439,0,0
1440,9,7
1441,2,2
1442,0,0
1443,2,2
1444,1,1
1445,0,0
1446,3,3
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,3,3
1452,1,1
1453,1,1
1454,0,0
1455,3,3
1456,2,2
1457,1,1
1458,0,0
1459,0,0
1460,3,3
1461,0,0
1462,2,2
1463,0,6
1464,0,0
1465,0,0
1466,5,5
1467,4,4
1468,1,1
1469,0,0
1470,4,1
1471,9,9
1472,0,0
1473,0,0
1474,2,2
1475,0,0
1476,0,0
1477,1,0
1478,0,0
1479,4,4
1480,1,1
1481,4,4
1482,5,5
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,3,3
1488,0,0
1489,0,0
1490,2,2
1491,1,1
1492,0,0
1493,6,6
1494,0,0
1495,0,0
1496,0,0
1497,0,0
1498,2,2
1499,0,0
1500,0,0
1501,0,0
1502,1,1
1503,3,3
1504,0,0
1505,0,0
1506,1,1
1507,1,0
1508,0,0
1509,0,0
1510,0,0
1511,2,2
1512,9,8
1513,1,1
1514,1,1
1515,0,0
1516,1,1
1517,1,1
1518,0,0
1519,1,1
1520,0,0
1521,0,0
1522,3,3
1523,3,3
1524,0,0
1525,0,0
1526,0,0
1527,0,0
1528,1,1
1529,0,0
1530,0,0
1531,3,3
1532,0,0
1533,4,4
1534,1,1
1535,1,1
1536,1,1
1537,9,9
1538,0,0
1539,1,1
1540,5,5
1541,0,0
1542,0,1
1543,4,4
1544,1,1
1545,1,1
1546,0,0
1547,9,9
1548,2,2
1549,0,0
1550,0,0
1551,2,2
1552,3,3
1553,0,0
1554,1,1
1555,1,1
1556,0,0
1557,0,0
1558,2,2
1559,0,0
1560,3,3
1561,1,1
1562,1,1
1563,3,3
1564,1,0
1565,8,8
1566,3,3
1567,3,3
1568,1,1
1569,0,0
1570,0,0
1571,0,0
1572,0,0
1573,1,1
1574,0,0
1575,0,0
1576,5,5
1577,1,1
1578,0,3
1579,0,0
1580,0,4
1581,0,0
1582,1,0
1583,9,9
1584,0,0
1585,0,0
1586,1,3
1587,1,1
1588,6,6
1589,1,1
1590,0,2
1591,0,0
1592,7,7
1593,1,1
1594,2,2
1595,1,1
1596,6,6
1597,0,0
1598,0,0
1599,0,0
1600,0,1
1601,0,0
1602,0,0
1603,0,0
1604,6,6
1605,2,2
1606,0,4
1607,0,0
1608,6,6
1609,1,1
1610,0,0
1611,0,0
1612,1,1
1613,1,1
1614,0,0
1615,0,0
1616,9,9
1617,1,1
1618,0,3
1619,0,0
1620,1,0
1621,2,2
1622,1,1
1623,1,1
1624,6,6
1625,2,2
1626,0,0
1627,1,1
1628,0,0
1629,0,0
1630,0,0
1631,1,1
1632,0,0
1633,4,4
1634,1,4
1635,0,0
1636,0,0
1637,1,1
1638,6,6
1639,0,0
1640,1,1
1641,0,0
1642,0,1
1643,0,0
1644,0,0
1645,0,0
1646,0,0
1647,1,1
1648,2,2
1649,0,8
1650,1,1
1651,0,0
1652,0,0
1653,0,0
1654,1,1
1655,4,4
1656,1,1
1657,1,1
1658,0,0
1659,1,1
1660,0,0
1661,9,9
1662,2,2
1663,0,0
1664,0,0
1665,0,1
1666,1,1
1667,0,0
1668,0,1
1669,0,0
1670,1,1
1671,9,9
1672,3,3
1673,6,6
1674,0,0
1675,1,1
1676,1,1
1677,1,1
1678,9,9
1679,0,0
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,1,1
1685,0,0
1686,3,1
1687,0,0
1688,0,0
1689,0,0
1690,3,0
1691,0,0
1692,2,2
1693,9,9
1694,7,7
1695,9,9
1696,2,2
1697,7,7
1698,0,0
1699,2,2
1700,3,3
1701,1,1
1702,0,0
1703,0,0
1704,2,2
1705,1,1
1706,0,0
1707,2,2
1708,1,1
1709,9,0
1710,1,1
1711,1,0
1712,1,1
1713,1,1
1714,0,0
1715,1,1
1716,0,0
1717,4,4
1718,2,2
1719,0,0
1720,0,0
1721,0,0
1722,0,0
1723,2,2
1724,0,0
1725,0,0
1726,0,0
1727,5,1
1728,1,1
1729,0,0
1730,1,1
1731,2,2
1732,4,4
1733,2,2
1734,1,1
1735,3,3
1736,0,0
1737,0,0
1738,2,2
1739,1,1
1740,0,0
1741,1,1
1742,9,9
1743,1,1
1744,1,1
1745,0,0
1746,1,1
1747,1,1
1748,0,0
1749,0,0
1750,1,6
1751,1,1
1752,0,2
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0,8
1761,1,1
1762,0,0
1763,3,3
1764,7,7
1765,1,1
1766,0,0
1767,3,3
1768,0,0
1769,1,1
1770,9,4
1771,0,0
1772,9,9
1773,1,1
1774,0,0
1775,1,1
1776,0,0
1777,0,0
1778,1,1
1779,1,1
1780,0,0
1781,0,0
1782,9,9
1783,0,0
1784,1,1
1785,0,0
1786,1,1
1787,1,1
1788,1,1
1789,3,3
1790,0,0
1791,1,1
1792,0,0
1793,9,9
1794,0,0
1795,1,1
1796,0,0
1797,0,0
1798,0,0
1799,2,2
1800,0,0
1801,0,0
1802,1,1
1803,0,0
1804,0,0
1805,1,1
1806,0,0
1807,0,0
1808,1,1
1809,0,0
1810,0,3
1811,1,1
1812,0,0
1813,0,0
1814,0,0
1815,1,1
1816,0,1
1817,0,3
1818,2,2
1819,9,9
1820,2,2
1821,6,5
1822,1,1
1823,5,5
1824,1,1
1825,7,7
1826,3,3
1827,0,0
1828,0,0
1829,9,9
1830,1,1
1831,3,3
1832,1,2
1833,0,0
1834,0,0
1835,2,2
1836,1,1
1837,1,1
1838,0,0
1839,9,9
1840,0,0
1841,0,0
1842,1,1
1843,0,0
1844,1,1
1845,1,1
1846,1,1
1847,0,0
1848,1,1
1849,0,0
1850,2,2
1851,0,1
1852,1,1
1853,6,6
1854,1,1
1855,0,0
1856,5,5
1857,0,0
1858,4,4
1859,0,3
1860,2,2
1861,0,0
1862,1,1
1863,1,1
1864,0,0
1865,0,0
1866,0,0
1867,0,0
1868,1,1
1869,0,0
1870,0,0
1871,3,3
1872,6,6
1873,0,0
1874,0,0
1875,6,6
1876,9,9
1877,7,7
1878,0,0
1879,1,1
1880,2,2
1881,2,2
1882,1,1
1883,1,1
1884,4,3
1885,1,1
1886,0,0
1887,7,7
1888,0,0
1889,4,4
1890,1,1
1891,5,5
1892,0,0
1893,2,2
1894,0,0
1895,0,0
1896,1,0
1897,0,0
1898,0,0
1899,2,2
1900,3,3
1901,0,0
1902,1,1
1903,0,0
1904,0,0
1905,0,0
1906,2,2
1907,5,5
1908,0,0
1909,0,0
1910,1,1
1911,1,0
1912,1,1
1913,2,2
1914,0,0
1915,0,0
1916,6,6
1917,0,0
1918,0,0
1919,0,1
1920,0,0
1921,0,0
1922,0,0
1923,5,5
1924,0,0
1925,0,0
1926,0,0
1927,1,1
1928,6,6
1929,0,0
1930,9,9
1931,1,1
1932,2,2
1933,0,0
1934,0,0
1935,0,0
1936,1,1
1937,1,1
1938,9,9
1939,0,0
1940,2,2
1941,0,0
1942,0,0
1943,2,2
1944,1,1
1945,1,1
1946,1,1
1947,0,0
1948,0,0
1949,9,9
1950,1,1
1951,1,1
1952,3,3
1953,0,0
1954,1,1
1955,0,0
1956,1,1
1957,0,0
1958,0,0
1959,9,9
1960,9,9
1961,0,0
1962,0,0
1963,0,4
1964,9,9
1965,1,1
1966,2,2
1967,0,0
1968,0,0
1969,0,0
1970,0,1
1971,9,9
1972,2,2
1973,0,0
1974,0,0
1975,0,0
1976,1,1
1977,8,8
1978,0,0
1979,3,3
1980,1,1
1981,0,0
1982,3,3
1983,9,9
1984,0,0
1985,1,1
1986,0,0
1987,3,3
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,2,2
1993,5,5
1994,0,0
1995,4,4
1996,0,0
1997,9,9
1998,1,1
1999,0,0
2000,0,0
2001,0,0
2002,1,1
2003,0,0
2004,6,6
2005,0,0
2006,0,0
2007,1,1
2008,0,2
2009,0,0
2010,6,0
2011,0,0
2012,1,0
2013,0,0
2014,1,1
2015,1,1
2016,9,9
2017,1,1
2018,5,5
2019,1,1
2020,0,7
2021,0,0
2022,1,0
2023,9,9
2024,0,0
2025,4,4
2026,0,0
2027,1,1
2028,0,0
2029,0,0
2030,1,1
2031,2,2
2032,3,3
2033,1,1
2034,2,2
2035,1,1
2036,0,0
2037,4,4
2038,9,9
2039,0,0
2040,2,2
2041,0,0
2042,0,0
2043,0,0
2044,5,5
2045,2,2
2046,0,0
2047,2,2
2048,0,0
2049,0,0
2050,0,0
2051,0,0
2052,0,0
2053,5,5
2054,3,3
2055,0,0
2056,0,0
2057,7,9
2058,0,0
2059,0,0
2060,0,0
2061,0,0
2062,1,1
2063,3,3
2064,1,1
2065,0,0
2066,0,0
2067,0,0
2068,0,0
2069,0,0
2070,0,0
2071,0,9
2072,1,1
2073,1,1
2074,0,0
2075,2,2
2076,1,1
2077,7,7
2078,0,0
2079,1,1
2080,1,1
2081,0,0
2082,1,1
2083,9,9
2084,1,1
2085,0,0
2086,9,9
2087,1,1
2088,1,1
2089,0,0
2090,0,0
2091,0,0
2092,0,0
2093,1,1
2094,1,1
2095,1,1
2096,5,5
2097,0,0
2098,0,0
2099,0,0
2100,4,4
2101,1,1
2102,1,1
2103,1,1
2104,7,7
2105,0,0
2106,1,1
2107,0,0
2108,2,2
2109,4,4
2110,0,0
2111,0,1
2112,1,1
2113,1,1
2114,1,1
2115,1,1
2116,1,1
2117,1,1
2118,0,0
2119,0,0
2120,0,1
2121,1,1
2122,1,1
2123,1,1
2124,6,6
2125,1,1
2126,1,1
2127,0,0
2128,1,1
2129,0,0
2130,3,3
2131,1,1
2132,0,0
2133,9,9
2134,0,0
2135,6,6
2136,3,3
2137,0,0
2138,1,1
2139,0,1
